,nota_anterior,horas_sueno,edad,nivel_dificultad,nota_final,horas_estudio_semanal_wins,tasa_asistencia_wins,tiene_tutor_No,tiene_tutor_Sí,horario_estudio_preferido_Desconocido,horario_estudio_preferido_Mañana,horario_estudio_preferido_Noche,horario_estudio_preferido_Tarde,estilo_aprendizaje_Auditivo,estilo_aprendizaje_Desconocido,estilo_aprendizaje_Kinestésico,estilo_aprendizaje_Lectura/Escritura,estilo_aprendizaje_Visual
96,66.17647014160791,8.921472096269918,25,0.0,65.2,11.707463279294467,53.67392196369336,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,70.28229462176955,8.77667022835907,25,0.0,82.3,21.28372413714401,82.47181790730694,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
98,83.32464017256682,7.02070110592484,25,2.0,72.8,12.404197103334065,69.4339662486841,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,68.69989542172324,7.02070110592484,23,1.0,66.7,3.298997670329572,63.18101885145901,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
100,53.73707263661189,4.425377278551284,23,1.0,71.7,10.320133612689323,38.24049685217071,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,72.28585884261201,8.288364405925536,22,2.0,68.8,11.641117090077016,66.38545401409088,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
102,74.8836484867659,7.02070110592484,26,1.0,55.6,6.740878428769209,63.3003224796215,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
103,62.06048358536989,6.24902318800952,21,0.0,64.2,10.838197675065487,51.80969608944715,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
104,82.6135952596947,6.979298959252312,27,1.0,84.6,17.729636590583034,81.88307317894144,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
105,84.662298399131,9.88960472944598,29,2.0,80.9,14.312718572075193,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
106,71.45128794325576,9.190796773019846,29,2.0,57.7,2.977334464102245,65.04381849028334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
107,57.224872148587714,7.02070110592484,29,0.0,59.7,10.609975474847989,73.7194655492427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
108,39.1999659363938,8.137006349978627,24,1.0,65.6,2.840145544823672,80.61821699292088,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
109,75.32233446570119,6.447677069920261,18,1.0,84.5,13.384270740212022,79.01636119784825,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
110,68.20798594857301,6.714118873699807,26,2.0,77.8,8.490726059148765,94.7122083373454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
111,69.56711371593413,7.908932705516115,24,0.0,84.2,11.921873828871863,74.67379767429351,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
112,75.6038634304802,4.0,27,1.0,62.9,10.63526216710563,79.52978753214984,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
113,89.04496577770995,10.0,29,2.0,63.2,7.983222284719224,59.90671461053794,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
114,75.96876879050892,4.51878282019268,26,1.0,74.1,11.854508756445483,74.7741728343774,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
115,100.0,7.152693398642057,24,1.0,86.9,16.70100232967043,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
116,43.9190342813622,7.175411312264106,19,0.0,72.8,11.575058616713134,92.39692676027482,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
117,55.933033479545344,7.768090877725527,23,0.0,58.2,10.15684680829604,61.58885118754284,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
118,68.09421349868312,7.397925802240305,27,1.0,64.2,11.106718507670829,85.70165630172644,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
119,79.82395725533681,7.811323717665941,29,2.0,72.9,13.400062891844003,63.53769217185649,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
120,48.200806387288,7.687638517877148,28,0.0,70.2,7.942327715463444,89.82775207682269,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
121,66.98772910161381,7.746713613228744,21,1.0,61.3,4.026857796617076,29.86510345142392,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
122,78.64112331473041,6.6137577374002765,20,1.0,65.4,9.288777523283509,69.79821149654907,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
123,64.83769511579392,6.475775490947952,19,0.0,73.2,9.36473783289437,87.17945375418519,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
124,71.11130911692078,6.026913368346891,23,1.0,74.6,14.887432799710336,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
125,76.33724158678159,8.653660550522748,25,1.0,78.2,13.463574484645031,82.20343447908317,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,94.10132603453864,5.569760497478249,23,2.0,85.6,15.093890675164936,82.90407046548641,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127,99.92456456241692,6.382698314639034,26,1.0,83.8,12.376068700309125,84.56049378557222,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
128,90.10300698901128,4.903245206543344,22,1.0,72.2,10.018818575019475,62.45607284799756,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
129,73.51328790871929,10.0,19,0.0,72.2,9.83060082298254,84.16851357169547,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
130,66.05971358974395,4.852043663447102,25,2.0,58.0,7.045254712864752,46.36058217929469,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
131,67.3708235711047,7.02070110592484,26,0.0,74.3,9.780379877298683,73.92054705895174,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
132,79.73086631653109,7.954579780554784,27,1.0,78.2,9.427925536849996,78.6075336982195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
133,97.98778136070254,6.790434551677206,21,0.0,78.5,4.10299124516259,88.47404910826674,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
134,53.600915950182106,9.59119834971942,23,2.0,64.8,1.0,57.821807920992846,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
135,72.05765499017575,8.31027264192204,28,1.0,69.1,12.96969769444622,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
136,52.45899003223461,8.521856684534328,27,1.0,73.9,5.831095004374446,61.71425583338479,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
137,54.527368596735336,7.096040083806797,25,0.0,57.9,9.616982276246768,64.75878829699298,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
138,70.13173140741391,5.791461888127148,26,1.0,66.6,16.129713744514966,60.50053588777371,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
139,63.90881764373962,7.02070110592484,29,1.0,77.1,14.669549706305272,60.30403793567199,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
140,87.31922035243987,7.02070110592484,22,1.0,80.1,8.751392968925662,57.74912571169924,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
141,85.86227521574303,8.043861905318437,29,0.0,56.0,2.874947296052268,92.8407671798572,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
142,63.29042078828332,7.137567879227915,23,2.0,65.7,10.774647626353886,65.27039279158708,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,61.35887668526959,7.02070110592484,28,2.0,59.4,4.842456198911779,63.001269781467,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
144,56.33690696446975,9.660882792275556,21,0.0,66.5,11.60144837928541,57.529698107706125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,76.37841596312117,6.862432120772085,22,2.0,78.7,7.763473596094441,78.76065825077829,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
146,85.28167202549481,8.192982465932015,24,1.0,72.7,6.6785639583461975,75.57718171208784,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
147,50.95503422229005,6.118054222749716,26,1.0,67.4,11.417609627483143,92.9155963776718,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
148,89.82918761285052,7.02070110592484,27,1.0,78.6,18.270723932691062,89.36923992507025,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
149,81.4706451067958,7.179201405142699,28,1.0,68.9,10.7238980282568,65.38321158666375,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
150,66.48671209128071,9.51127866386597,23,1.0,88.1,14.258375950470764,76.12971229600304,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
151,49.804215333326965,5.373707263661189,23,1.0,57.8,1.0,46.077928141636505,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
152,81.82682961981213,6.214694479986525,25,1.0,66.9,9.528840373801447,100.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
153,88.46919764169559,7.02070110592484,28,1.0,77.6,11.814251487567631,100.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
154,52.89884612056901,7.266740468479585,21,1.0,65.6,8.516966314516123,83.3400473321555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
